Topic,first_Author,URL_forAuthor1,second_Author,URL_forAuthor2,third_Author,URL_forAuthor3
community involvement,Bianca Reisdorf,https://pages.charlotte.edu/connections/people/breisdor/,Jamie Brown,https://pages.charlotte.edu/connections/people/jbrow346/,,
diverse education administration,Gloria Campbell-Whatley,https://pages.charlotte.edu/connections/people/gcampbe1/,,,,
inclusive practices,Kelly Anderson,https://pages.charlotte.edu/connections/people/keanders/,,,,
specific learning disability,,,,,,
neuropsychology of learning disorders,,,,,,
learning disorders,,,,,,
preparing culturally responsive teachers,,,,,,
transition to school-age programs,,,,,,
dual teacher preparation,Kelly Anderson,https://pages.charlotte.edu/connections/people/keanders/,,,,
collaboration,Elizabeth Yoder,https://pages.charlotte.edu/connections/people/eyoder1/,Kaustavi Sarkar,https://pages.charlotte.edu/connections/people/ksarkar/,Rachel Engstrom,https://pages.charlotte.edu/connections/people/rengstr1/
parental involvement,Jill Yavorsky,https://pages.charlotte.edu/connections/people/jyavorsk/,Jamie Brown,https://pages.charlotte.edu/connections/people/jbrow346/,,
math,,,,,,
classroom discourse,Cindy Gilson,https://pages.charlotte.edu/connections/people/cgilson/,,,,
adult learners,Cindy Gilson,https://pages.charlotte.edu/connections/people/cgilson/,,,,
learning strategies,Sarah Jordan,https://pages.charlotte.edu/connections/people/lujordan/,,,,
differentiated curriculum,Cindy Gilson,https://pages.charlotte.edu/connections/people/cgilson/,,,,
differentiated professional development,Cindy Gilson,https://pages.charlotte.edu/connections/people/cgilson/,,,,
teacher listening orientations,Cindy Gilson,https://pages.charlotte.edu/connections/people/cgilson/,,,,
STEM high schools,Cindy Gilson,https://pages.charlotte.edu/connections/people/cgilson/,,,,
learning disabilities,Sarah Jordan,https://pages.charlotte.edu/connections/people/lujordan/,,,,
distance learning,Sarah Jordan,https://pages.charlotte.edu/connections/people/lujordan/,,,,
children with learning disabilities,Kristen Beach,https://pages.charlotte.edu/connections/people/kbeach4/,,,,
students with learning disabilities,,,,,,
reading interventions,Kristen Beach,https://pages.charlotte.edu/connections/people/kbeach4/,,,,
early childhood care,Suzanne Lamorey,https://pages.charlotte.edu/connections/people/slamorey/,,,,
nontraditional students,Suzanne Lamorey,https://pages.charlotte.edu/connections/people/slamorey/,,,,
early childhood education,Suzanne Lamorey,https://pages.charlotte.edu/connections/people/slamorey/,,,,
young children with disabilities,Jane Smith,https://pages.charlotte.edu/connections/people/jdianesm/,,,,
analysis of teaching practice,,,,,,
teacher professional development,,,,,,
student critical reading,,,,,,
reading instruction,,,,,,
writing evaluation,,,,,,
adolescent literacy programs,Jean Vintinner,https://pages.charlotte.edu/connections/people/jpvintin/,,,,
literacy needs,Jean Vintinner,https://pages.charlotte.edu/connections/people/jpvintin/,,,,
adult literacy programs,Jean Vintinner,https://pages.charlotte.edu/connections/people/jpvintin/,,,,
pre-service teachers design,Andrew Polly,https://pages.charlotte.edu/connections/people/abpolly/,,,,
learner-centered tasks,Andrew Polly,https://pages.charlotte.edu/connections/people/abpolly/,,,,
african american men in elementary education,Stephen Hancock,https://pages.charlotte.edu/connections/people/sdhancoc/,,,,
academic achievement for students of color,Kaja Dunn,https://pages.charlotte.edu/connections/people/kdunn32/,Stephen Hancock,https://pages.charlotte.edu/connections/people/sdhancoc/,,
academic achievement,Victoria Rankin,https://pages.charlotte.edu/connections/people/vrankin1/,Stephen Hancock,https://pages.charlotte.edu/connections/people/sdhancoc/,Stephanie Moller,https://pages.charlotte.edu/connections/people/stephanie-moller/
teaching for urban students,Stephen Hancock,https://pages.charlotte.edu/connections/people/sdhancoc/,,,,
urban elementary education,Stephen Hancock,https://pages.charlotte.edu/connections/people/sdhancoc/,,,,
in-service teachers design,Andrew Polly,https://pages.charlotte.edu/connections/people/abpolly/,,,,
white women teachers in urban elementary education,Stephen Hancock,https://pages.charlotte.edu/connections/people/sdhancoc/,,,,
discourse analysis,Javier Garcia Leon,https://pages.charlotte.edu/connections/people/jgarci53/,David Taylor,https://pages.charlotte.edu/connections/people/dbtaylor/,Ashlyn Walden,https://pages.charlotte.edu/connections/people/ashlyn-walden/
discourse theory,David Taylor,https://pages.charlotte.edu/connections/people/dbtaylor/,,,,
k-12 literacy,Robert Rickelman,https://pages.charlotte.edu/connections/people/rjrickel/,Beth Murray,https://pages.charlotte.edu/connections/people/emurra17/,,
content area writing,Robert Rickelman,https://pages.charlotte.edu/connections/people/rjrickel/,,,,
content area reading,Robert Rickelman,https://pages.charlotte.edu/connections/people/rjrickel/,,,,
k-12 technology,Susan Oyarzun,https://pages.charlotte.edu/connections/people/seallred/,Robert Rickelman,https://pages.charlotte.edu/connections/people/rjrickel/,,
reading strategies,Robert Rickelman,https://pages.charlotte.edu/connections/people/rjrickel/,,,,
writing strategies,Robert Rickelman,https://pages.charlotte.edu/connections/people/rjrickel/,,,,
teaching reading,Robert Rickelman,https://pages.charlotte.edu/connections/people/rjrickel/,,,,
balanced literacy program,Robert Rickelman,https://pages.charlotte.edu/connections/people/rjrickel/,,,,
teacher professional development inquiry methods of teacher professional development,Tracy Rock,https://pages.charlotte.edu/connections/people/tcrock/,,,,
multiliteracies in education,David Taylor,https://pages.charlotte.edu/connections/people/dbtaylor/,,,,
multiliteracies,David Taylor,https://pages.charlotte.edu/connections/people/dbtaylor/,,,,
literacy learning,David Taylor,https://pages.charlotte.edu/connections/people/dbtaylor/,,,,
sociocultural aspects of language,David Taylor,https://pages.charlotte.edu/connections/people/dbtaylor/,,,,
sociocultural aspects of literacy,David Taylor,https://pages.charlotte.edu/connections/people/dbtaylor/,,,,
service learning,Tracy Rock,https://pages.charlotte.edu/connections/people/tcrock/,,,,
elementary social studies education,Tracy Rock,https://pages.charlotte.edu/connections/people/tcrock/,,,,
writing products the social nature of learning,,,,,,
writing processes,,,,,,
teacher practice,Anne Cash,https://pages.charlotte.edu/connections/people/acash7/,,,,
teacher knowledge,Anne Cash,https://pages.charlotte.edu/connections/people/acash7/,,,,
teacher improvement,Anne Cash,https://pages.charlotte.edu/connections/people/acash7/,,,,
teacher-student interactions,Anne Cash,https://pages.charlotte.edu/connections/people/acash7/,,,,
distance education instructional approaches,Susan Oyarzun,https://pages.charlotte.edu/connections/people/seallred/,,,,
school to adult life transition,,,,,,
distance education technologies,,,,,,
student outcomes,Anne Cash,https://pages.charlotte.edu/connections/people/acash7/,,,,
social outcomes,Anne Cash,https://pages.charlotte.edu/connections/people/acash7/,,,,
research of teaching practice,,,,,,
assessment of student learning,,,,,,
application of brain research to teaching,,,,,,
academic outcomes,Anne Cash,https://pages.charlotte.edu/connections/people/acash7/,Stephanie Moller,https://pages.charlotte.edu/connections/people/stephanie-moller/,,
behavioral outcomes,Anne Cash,https://pages.charlotte.edu/connections/people/acash7/,,,,
observational data validity,Anne Cash,https://pages.charlotte.edu/connections/people/acash7/,,,,
observational data reliability,Anne Cash,https://pages.charlotte.edu/connections/people/acash7/,,,,
self-determination for people with disabilities,,,,,,
children mathematics education,,,,,,
literacy practices,Erin Miller,https://pages.charlotte.edu/connections/people/emille90/,Beth Murray,https://pages.charlotte.edu/connections/people/emurra17/,,
early childhood literacy practices,Erin Miller,https://pages.charlotte.edu/connections/people/emille90/,,,,
technology integration in preservice teacher education,Tehia Glass,https://pages.charlotte.edu/connections/people/tstarker/,,,,
racism,Erin Miller,https://pages.charlotte.edu/connections/people/emille90/,,,,
racist practices interruption,Erin Miller,https://pages.charlotte.edu/connections/people/emille90/,,,,
literacy coaching,,,,,,
educational program evaluation,Adriana Medina,https://pages.charlotte.edu/connections/people/amedina1/,,,,
culturally responsive teaching,Tehia Glass,https://pages.charlotte.edu/connections/people/tstarker/,,,,
videoconference use in methods courses,Amy Good,https://pages.charlotte.edu/connections/people/agood5/,,,,
constructivist research,,,,,,
cognitive development,,,,,,
constructivist theory,,,,,,
social studies classroom,Amy Good,https://pages.charlotte.edu/connections/people/agood5/,,,,
videoconference,Amy Good,https://pages.charlotte.edu/connections/people/agood5/,,,,
social studies classroom environment,Amy Good,https://pages.charlotte.edu/connections/people/agood5/,,,,
academic diversity,Hilary Dack,https://pages.charlotte.edu/connections/people/hdack/,,,,
Topic,first_Author,URL_forAuthor1,second_Author,URL_forAuthor2,third_Author,URL_forAuthor3
clinical drug development,Patrick Robinson,https://pages.charlotte.edu/connections/people/probin34/,,,,
HIV,Patrick Robinson,https://pages.charlotte.edu/connections/people/probin34/,Colleen Eade,https://pages.charlotte.edu/connections/people/ceade/,,
infectious disease,Patrick Robinson,https://pages.charlotte.edu/connections/people/probin34/,,,,
Infectious Disease epidemiology,Patrick Robinson,https://pages.charlotte.edu/connections/people/probin34/,,,,
internal medicine,Patrick Robinson,https://pages.charlotte.edu/connections/people/probin34/,,,,
public health,Patrick Robinson,https://pages.charlotte.edu/connections/people/probin34/,Mya Wilson,https://pages.charlotte.edu/connections/people/mwils211/,Stephanie Potochnick,https://pages.charlotte.edu/connections/people/spotochn/
translational medical research,Patrick Robinson,https://pages.charlotte.edu/connections/people/probin34/,,,,
diversity,Mya Wilson,https://pages.charlotte.edu/connections/people/mwils211/,Elizabeth Yoder,https://pages.charlotte.edu/connections/people/eyoder1/,Chris Berry,https://pages.charlotte.edu/connections/people/cberry18/
health administration,Mya Wilson,https://pages.charlotte.edu/connections/people/mwils211/,Michael E Thompson,https://pages.charlotte.edu/connections/people/michael-e-thompson/,,
health disparities,Mya Wilson,https://pages.charlotte.edu/connections/people/mwils211/,Tianca Crocker,https://pages.charlotte.edu/connections/people/tcrocke7/,Lorenzo Hopper,https://pages.charlotte.edu/connections/people/lhopper6/
health promotion,Mya Wilson,https://pages.charlotte.edu/connections/people/mwils211/,Othelia E Lee,https://pages.charlotte.edu/connections/people/othelia-e-lee/,Meredith L Troutman-Jordan,https://pages.charlotte.edu/connections/people/meredith-l-troutman-jordan/
leadership,Mya Wilson,https://pages.charlotte.edu/connections/people/mwils211/,Rebecca Shore,https://pages.charlotte.edu/connections/people/rshore6/,Janaki Gooty,https://pages.charlotte.edu/connections/people/jgooty/
social justice,Mya Wilson,https://pages.charlotte.edu/connections/people/mwils211/,Lisa Merriweather,https://pages.charlotte.edu/connections/people/lmerriwe/,Beth Murray,https://pages.charlotte.edu/connections/people/emurra17/
vulnerable populations,Mya Wilson,https://pages.charlotte.edu/connections/people/mwils211/,Tianca Crocker,https://pages.charlotte.edu/connections/people/tcrocke7/,John Nance,https://pages.charlotte.edu/connections/people/jcnance/
community interventions,Tianca Crocker,https://pages.charlotte.edu/connections/people/tcrocke7/,,,,
digital equity,Tianca Crocker,https://pages.charlotte.edu/connections/people/tcrocke7/,,,,
economic opportunity,Tianca Crocker,https://pages.charlotte.edu/connections/people/tcrocke7/,,,,
income and wealth,Tianca Crocker,https://pages.charlotte.edu/connections/people/tcrocke7/,,,,
race,Chris Berry,https://pages.charlotte.edu/connections/people/cberry18/,Tianca Crocker,https://pages.charlotte.edu/connections/people/tcrocke7/,Kelsey Klotz,https://pages.charlotte.edu/connections/people/kklotz1/
social welfare policy,Tianca Crocker,https://pages.charlotte.edu/connections/people/tcrocke7/,,,,
father involvement,Lorenzo Hopper,https://pages.charlotte.edu/connections/people/lhopper6/,,,,
maternal and child health,Lorenzo Hopper,https://pages.charlotte.edu/connections/people/lhopper6/,,,,
minority populations,Lorenzo Hopper,https://pages.charlotte.edu/connections/people/lhopper6/,Crystal N Piper,https://pages.charlotte.edu/connections/people/crystal-n-piper/,,
community health,Meagan Zarwell,https://pages.charlotte.edu/connections/people/mzarwell/,Mark DeHaven,https://pages.charlotte.edu/connections/people/mdehave1/,,
gender,"Jessica ""J.B."" Burke",https://pages.charlotte.edu/connections/people/jburke43/,Meagan Zarwell,https://pages.charlotte.edu/connections/people/mzarwell/,Jennifer Langhinrichsen-Rohling,https://pages.charlotte.edu/connections/people/jlanghin/
HIV prevention,Meagan Zarwell,https://pages.charlotte.edu/connections/people/mzarwell/,Judith B Cornelius,https://pages.charlotte.edu/connections/people/judith-b-cornelius/,,
sexuality,Meagan Zarwell,https://pages.charlotte.edu/connections/people/mzarwell/,Rob Cramer,https://pages.charlotte.edu/connections/people/rcramer4/,Rachel Engstrom,https://pages.charlotte.edu/connections/people/rengstr1/
social capital,Meagan Zarwell,https://pages.charlotte.edu/connections/people/mzarwell/,Jose Gamez,https://pages.charlotte.edu/connections/people/jlgamez/,,
social epidemiology,Meagan Zarwell,https://pages.charlotte.edu/connections/people/mzarwell/,,,,
data science,Douglas Hague,https://pages.charlotte.edu/connections/people/dhague/,Rob Cramer,https://pages.charlotte.edu/connections/people/rcramer4/,Yinghao Pan,https://pages.charlotte.edu/connections/people/ypan8/
glbt issues,Rob Cramer,https://pages.charlotte.edu/connections/people/rcramer4/,Ryan Miller,https://pages.charlotte.edu/connections/people/rmill113/,Edward Wierzalis,https://pages.charlotte.edu/connections/people/eawierza/
